,local,magnitude
matriz_diagonal_real_y_caso2_frequencia_1103.0.csv,"('890.2',)",27695.691306852652
matriz_diagonal_real_y_caso2_frequencia_1103.5.csv,"('890.2',)",27700.02676875533
matriz_diagonal_real_y_caso2_frequencia_1104.0.csv,"('890.2',)",27704.360985499552
matriz_diagonal_real_y_caso2_frequencia_1104.5.csv,"('890.1',)",27708.69395981688
matriz_diagonal_real_y_caso2_frequencia_1105.0.csv,"('890.1',)",27713.02569551805
matriz_diagonal_real_y_caso2_frequencia_1105.5.csv,"('890.1',)",27717.356195503085
matriz_diagonal_real_y_caso2_frequencia_1106.0.csv,"('864.1',)",27721.68546322378
matriz_diagonal_real_y_caso2_frequencia_1106.5.csv,"('864.1',)",27726.013501804086
matriz_diagonal_real_y_caso2_frequencia_1107.0.csv,"('890.3',)",27730.34031448458
matriz_diagonal_real_y_caso2_frequencia_1107.5.csv,"('890.2',)",27734.66590468062
matriz_diagonal_real_y_caso2_frequencia_1108.0.csv,"('890.1',)",27738.990275532855
matriz_diagonal_real_y_caso2_frequencia_1108.5.csv,"('852.3',)",27743.31343023065
matriz_diagonal_real_y_caso2_frequencia_1109.0.csv,"('864.1',)",27747.635372182074
matriz_diagonal_real_y_caso2_frequencia_1109.5.csv,"('864.1',)",27751.95610449758
matriz_diagonal_real_y_caso2_frequencia_111.0.csv,"('890.3',)",5677.1461606117755
matriz_diagonal_real_y_caso2_frequencia_111.5.csv,"('890.3',)",5704.70701062195
matriz_diagonal_real_y_caso2_frequencia_1110.0.csv,"('864.1',)",27756.27563044191
matriz_diagonal_real_y_caso2_frequencia_1110.5.csv,"('864.1',)",27760.59395329802
matriz_diagonal_real_y_caso2_frequencia_1111.0.csv,"('864.1',)",27764.911076303073
matriz_diagonal_real_y_caso2_frequencia_1111.5.csv,"('864.1',)",27769.22700271236
matriz_diagonal_real_y_caso2_frequencia_1112.0.csv,"('864.1',)",27773.54173573736
matriz_diagonal_real_y_caso2_frequencia_1112.5.csv,"('890.2',)",27777.85527862652
matriz_diagonal_real_y_caso2_frequencia_1113.0.csv,"('864.1',)",27782.167634675126
matriz_diagonal_real_y_caso2_frequencia_1113.5.csv,"('852.3',)",27786.478807103173
matriz_diagonal_real_y_caso2_frequencia_1114.0.csv,"('838.2',)",27790.78879895811
matriz_diagonal_real_y_caso2_frequencia_1114.5.csv,"('852.2',)",27795.09761377355
matriz_diagonal_real_y_caso2_frequencia_1115.0.csv,"('838.2',)",27799.40525454135
matriz_diagonal_real_y_caso2_frequencia_1115.5.csv,"('864.1',)",27803.711724603283
matriz_diagonal_real_y_caso2_frequencia_1116.0.csv,"('852.2',)",27808.017027127065
matriz_diagonal_real_y_caso2_frequencia_1116.5.csv,"('864.1',)",27812.32116541785
matriz_diagonal_real_y_caso2_frequencia_1117.0.csv,"('864.1',)",27816.624142697925
matriz_diagonal_real_y_caso2_frequencia_1117.5.csv,"('864.1',)",27820.925962226243
matriz_diagonal_real_y_caso2_frequencia_1118.0.csv,"('838.2',)",27825.22662715139
matriz_diagonal_real_y_caso2_frequencia_1118.5.csv,"('890.1',)",27829.526140601418
matriz_diagonal_real_y_caso2_frequencia_1119.0.csv,"('852.2',)",27833.824506082645
matriz_diagonal_real_y_caso2_frequencia_1119.5.csv,"('852.2',)",27838.121726609377
matriz_diagonal_real_y_caso2_frequencia_112.0.csv,"('864.1',)",5732.272787620614
matriz_diagonal_real_y_caso2_frequencia_112.5.csv,"('838.2',)",5759.843062699192
matriz_diagonal_real_y_caso2_frequencia_1120.0.csv,"('852.3',)",27842.417805413676
matriz_diagonal_real_y_caso2_frequencia_1120.5.csv,"('852.2',)",27846.712745793244
matriz_diagonal_real_y_caso2_frequencia_1121.0.csv,"('852.2',)",27851.00655097814
matriz_diagonal_real_y_caso2_frequencia_1121.5.csv,"('852.2',)",27855.299224064158
matriz_diagonal_real_y_caso2_frequencia_1122.0.csv,"('852.2',)",27859.590768452817
matriz_diagonal_real_y_caso2_frequencia_1122.5.csv,"('852.2',)",27863.881187194664
matriz_diagonal_real_y_caso2_frequencia_1123.0.csv,"('864.1',)",27868.170483595328
matriz_diagonal_real_y_caso2_frequencia_1123.5.csv,"('838.2',)",27872.4586608493
matriz_diagonal_real_y_caso2_frequencia_1124.0.csv,"('852.2',)",27876.745722152547
matriz_diagonal_real_y_caso2_frequencia_1124.5.csv,"('852.3',)",27881.031670745826
matriz_diagonal_real_y_caso2_frequencia_1125.0.csv,"('890.1',)",27885.316509763295
matriz_diagonal_real_y_caso2_frequencia_1125.5.csv,"('864.1',)",27889.600242593704
matriz_diagonal_real_y_caso2_frequencia_1126.0.csv,"('852.3',)",27893.882872314985
matriz_diagonal_real_y_caso2_frequencia_1126.5.csv,"('864.1',)",27898.16440218515
matriz_diagonal_real_y_caso2_frequencia_1127.0.csv,"('852.3',)",27902.44483541019
matriz_diagonal_real_y_caso2_frequencia_1127.5.csv,"('852.3',)",27906.72417519456
matriz_diagonal_real_y_caso2_frequencia_1128.0.csv,"('852.3',)",27911.00242469037
matriz_diagonal_real_y_caso2_frequencia_1128.5.csv,"('852.3',)",27915.27958721989
matriz_diagonal_real_y_caso2_frequencia_1129.0.csv,"('838.2',)",27919.55566581196
matriz_diagonal_real_y_caso2_frequencia_1129.5.csv,"('890.1',)",27923.830663890385
matriz_diagonal_real_y_caso2_frequencia_113.0.csv,"('852.3',)",5787.4174107928775
matriz_diagonal_real_y_caso2_frequencia_113.5.csv,"('838.2',)",5814.9954101045805
matriz_diagonal_real_y_caso2_frequencia_1130.0.csv,"('852.3',)",27928.10458452777
matriz_diagonal_real_y_caso2_frequencia_1130.5.csv,"('838.2',)",27932.377430961016
matriz_diagonal_real_y_caso2_frequencia_1131.0.csv,"('864.1',)",27936.649206390302
matriz_diagonal_real_y_caso2_frequencia_1131.5.csv,"('890.1',)",27940.919914010392
matriz_diagonal_real_y_caso2_frequencia_1132.0.csv,"('890.1',)",27945.18955702172
matriz_diagonal_real_y_caso2_frequencia_1132.5.csv,"('838.2',)",27949.45813867214
matriz_diagonal_real_y_caso2_frequencia_1133.0.csv,"('890.2',)",27953.725662183646
matriz_diagonal_real_y_caso2_frequencia_1133.5.csv,"('890.1',)",27957.992130609156
matriz_diagonal_real_y_caso2_frequencia_1134.0.csv,"('838.2',)",27962.25754723521
matriz_diagonal_real_y_caso2_frequencia_1134.5.csv,"('890.1',)",27966.521915345336
matriz_diagonal_real_y_caso2_frequencia_1135.0.csv,"('890.1',)",27970.785238086763
matriz_diagonal_real_y_caso2_frequencia_1135.5.csv,"('890.1',)",27975.047518665873
matriz_diagonal_real_y_caso2_frequencia_1136.0.csv,"('890.1',)",27979.308760122032
matriz_diagonal_real_y_caso2_frequencia_1136.5.csv,"('890.2',)",27983.56896564509
matriz_diagonal_real_y_caso2_frequencia_1137.0.csv,"('890.1',)",27987.828138910998
matriz_diagonal_real_y_caso2_frequencia_1137.5.csv,"('890.1',)",27992.086282575547
