,local,magnitude
matriz_diagonal_real_y_caso1_frequencia_1021.0.csv,"('890.2',)",27035.49371652326
matriz_diagonal_real_y_caso1_frequencia_1021.5.csv,"('890.1',)",27040.042970685005
matriz_diagonal_real_y_caso1_frequencia_1022.0.csv,"('890.2',)",27044.590438109502
matriz_diagonal_real_y_caso1_frequencia_1022.5.csv,"('890.1',)",27049.13612249913
matriz_diagonal_real_y_caso1_frequencia_1023.0.csv,"('890.2',)",27053.68002725622
matriz_diagonal_real_y_caso1_frequencia_1023.5.csv,"('890.1',)",27058.222156205546
matriz_diagonal_real_y_caso1_frequencia_1024.0.csv,"('890.2',)",27062.762513129408
matriz_diagonal_real_y_caso1_frequencia_1024.5.csv,"('890.1',)",27067.30110149607
matriz_diagonal_real_y_caso1_frequencia_1025.0.csv,"('890.1',)",27071.837925082913
matriz_diagonal_real_y_caso1_frequencia_1025.5.csv,"('890.1',)",27076.37298753325
matriz_diagonal_real_y_caso1_frequencia_1026.0.csv,"('890.1',)",27080.90629236825
matriz_diagonal_real_y_caso1_frequencia_1026.5.csv,"('890.1',)",27085.43784344082
matriz_diagonal_real_y_caso1_frequencia_1027.0.csv,"('890.1',)",27089.967644219745
matriz_diagonal_real_y_caso1_frequencia_1027.5.csv,"('890.1',)",27094.495698210245
matriz_diagonal_real_y_caso1_frequencia_1028.0.csv,"('890.2',)",27099.022009337292
matriz_diagonal_real_y_caso1_frequencia_1028.5.csv,"('890.1',)",27103.546581261668
matriz_diagonal_real_y_caso1_frequencia_1029.0.csv,"('890.2',)",27108.06941733465
matriz_diagonal_real_y_caso1_frequencia_1029.5.csv,"('890.1',)",27112.59052135005
matriz_diagonal_real_y_caso1_frequencia_103.0.csv,"('852.3',)",5319.350119568564
matriz_diagonal_real_y_caso1_frequencia_103.5.csv,"('890.3',)",5347.088884006671
matriz_diagonal_real_y_caso1_frequencia_1030.0.csv,"('890.2',)",27117.10989677632
matriz_diagonal_real_y_caso1_frequencia_1030.5.csv,"('890.1',)",27121.6275475383
matriz_diagonal_real_y_caso1_frequencia_1031.0.csv,"('890.2',)",27126.143476760895
matriz_diagonal_real_y_caso1_frequencia_1031.5.csv,"('890.2',)",27130.657688572817
matriz_diagonal_real_y_caso1_frequencia_1032.0.csv,"('890.2',)",27135.170186197414
matriz_diagonal_real_y_caso1_frequencia_1032.5.csv,"('890.2',)",27139.680973518873
matriz_diagonal_real_y_caso1_frequencia_1033.0.csv,"('890.2',)",27144.190053950555
matriz_diagonal_real_y_caso1_frequencia_1033.5.csv,"('890.2',)",27148.697431108532
matriz_diagonal_real_y_caso1_frequencia_1034.0.csv,"('890.1',)",27153.203108561203
matriz_diagonal_real_y_caso1_frequencia_1034.5.csv,"('890.2',)",27157.70708998334
matriz_diagonal_real_y_caso1_frequencia_1035.0.csv,"('890.3',)",27162.20937894294
matriz_diagonal_real_y_caso1_frequencia_1035.5.csv,"('890.2',)",27166.70997901486
matriz_diagonal_real_y_caso1_frequencia_1036.0.csv,"('890.1',)",27171.20889367154
matriz_diagonal_real_y_caso1_frequencia_1036.5.csv,"('890.1',)",27175.706126498488
matriz_diagonal_real_y_caso1_frequencia_1037.0.csv,"('890.1',)",27180.20168132903
matriz_diagonal_real_y_caso1_frequencia_1037.5.csv,"('890.2',)",27184.695561449687
matriz_diagonal_real_y_caso1_frequencia_1038.0.csv,"('890.2',)",27189.187770536773
matriz_diagonal_real_y_caso1_frequencia_1038.5.csv,"('890.1',)",27193.67831211902
matriz_diagonal_real_y_caso1_frequencia_1039.0.csv,"('890.1',)",27198.167189662538
matriz_diagonal_real_y_caso1_frequencia_1039.5.csv,"('890.1',)",27202.654406912527
matriz_diagonal_real_y_caso1_frequencia_104.0.csv,"('852.3',)",5374.839156131702
matriz_diagonal_real_y_caso1_frequencia_104.5.csv,"('852.3',)",5402.600440391673
matriz_diagonal_real_y_caso1_frequencia_1040.0.csv,"('890.1',)",27207.139967389234
matriz_diagonal_real_y_caso1_frequencia_1040.5.csv,"('890.2',)",27211.623874533776
matriz_diagonal_real_y_caso1_frequencia_1041.0.csv,"('890.2',)",27216.106131858738
matriz_diagonal_real_y_caso1_frequencia_1041.5.csv,"('838.2',)",27220.58674300644
matriz_diagonal_real_y_caso1_frequencia_1042.0.csv,"('890.3',)",27225.065711509298
matriz_diagonal_real_y_caso1_frequencia_1042.5.csv,"('890.2',)",27229.543040866967
matriz_diagonal_real_y_caso1_frequencia_1043.0.csv,"('890.3',)",27234.018734703335
matriz_diagonal_real_y_caso1_frequencia_1043.5.csv,"('890.2',)",27238.492796303628
matriz_diagonal_real_y_caso1_frequencia_1044.0.csv,"('890.2',)",27242.965229540427
matriz_diagonal_real_y_caso1_frequencia_1044.5.csv,"('890.3',)",27247.43603774747
matriz_diagonal_real_y_caso1_frequencia_1045.0.csv,"('890.2',)",27251.905224323127
matriz_diagonal_real_y_caso1_frequencia_1045.5.csv,"('890.1',)",27256.372792883994
matriz_diagonal_real_y_caso1_frequencia_1046.0.csv,"('890.2',)",27260.838747025467
matriz_diagonal_real_y_caso1_frequencia_1046.5.csv,"('890.3',)",27265.303090162342
matriz_diagonal_real_y_caso1_frequencia_1047.0.csv,"('890.3',)",27269.765826024
matriz_diagonal_real_y_caso1_frequencia_1047.5.csv,"('890.2',)",27274.22695776359
matriz_diagonal_real_y_caso1_frequencia_1048.0.csv,"('890.3',)",27278.686488989995
matriz_diagonal_real_y_caso1_frequencia_1048.5.csv,"('890.3',)",27283.14442334362
matriz_diagonal_real_y_caso1_frequencia_1049.0.csv,"('890.2',)",27287.60076423516
matriz_diagonal_real_y_caso1_frequencia_1049.5.csv,"('890.3',)",27292.055515121305
matriz_diagonal_real_y_caso1_frequencia_105.0.csv,"('852.3',)",5430.372244908358
matriz_diagonal_real_y_caso1_frequencia_105.5.csv,"('838.2',)",5458.1540825087695
matriz_diagonal_real_y_caso1_frequencia_1050.0.csv,"('890.3',)",27296.50867947756
matriz_diagonal_real_y_caso1_frequencia_1050.5.csv,"('890.2',)",27300.960260971457
matriz_diagonal_real_y_caso1_frequencia_1051.0.csv,"('890.2',)",27305.410262815938
matriz_diagonal_real_y_caso1_frequencia_1051.5.csv,"('890.3',)",27309.85868867368
matriz_diagonal_real_y_caso1_frequencia_1052.0.csv,"('890.3',)",27314.30554189336
matriz_diagonal_real_y_caso1_frequencia_1052.5.csv,"('890.2',)",27318.75082613249
matriz_diagonal_real_y_caso1_frequencia_1053.0.csv,"('890.2',)",27323.194544685233
matriz_diagonal_real_y_caso1_frequencia_1053.5.csv,"('890.2',)",27327.636701085055
matriz_diagonal_real_y_caso1_frequencia_1054.0.csv,"('890.2',)",27332.077298806213
matriz_diagonal_real_y_caso1_frequencia_1054.5.csv,"('890.2',)",27336.51634136625
matriz_diagonal_real_y_caso1_frequencia_1055.0.csv,"('890.2',)",27340.95383213952
matriz_diagonal_real_y_caso1_frequencia_1055.5.csv,"('890.2',)",27345.389774521547
matriz_diagonal_real_y_caso1_frequencia_1056.0.csv,"('890.2',)",27349.82417199767
matriz_diagonal_real_y_caso1_frequencia_1056.5.csv,"('890.2',)",27354.257028344295
matriz_diagonal_real_y_caso1_frequencia_1057.0.csv,"('890.2',)",27358.688346512186
matriz_diagonal_real_y_caso1_frequencia_1057.5.csv,"('890.2',)",27363.118130268012
matriz_diagonal_real_y_caso1_frequencia_1058.0.csv,"('890.2',)",27367.546382822682
matriz_diagonal_real_y_caso1_frequencia_1058.5.csv,"('890.2',)",27371.973107866736
matriz_diagonal_real_y_caso1_frequencia_1059.0.csv,"('890.3',)",27376.398308736945
matriz_diagonal_real_y_caso1_frequencia_1059.5.csv,"('890.2',)",27380.821988795684
matriz_diagonal_real_y_caso1_frequencia_106.0.csv,"('852.2',)",5485.945469506334
matriz_diagonal_real_y_caso1_frequencia_106.5.csv,"('864.1',)",5513.74592619948
matriz_diagonal_real_y_caso1_frequencia_1060.0.csv,"('890.2',)",27385.244151523137
matriz_diagonal_real_y_caso1_frequencia_1060.5.csv,"('890.3',)",27389.664800444323
matriz_diagonal_real_y_caso1_frequencia_1061.0.csv,"('890.2',)",27394.08393880155
matriz_diagonal_real_y_caso1_frequencia_1061.5.csv,"('890.3',)",27398.501570157572
matriz_diagonal_real_y_caso1_frequencia_1062.0.csv,"('890.2',)",27402.91769779533
matriz_diagonal_real_y_caso1_frequencia_1062.5.csv,"('890.2',)",27407.332325416828
matriz_diagonal_real_y_caso1_frequencia_1063.0.csv,"('890.2',)",27411.745456131783
matriz_diagonal_real_y_caso1_frequencia_1063.5.csv,"('838.2',)",27416.15709351604
matriz_diagonal_real_y_caso1_frequencia_1064.0.csv,"('890.2',)",27420.567240897708
matriz_diagonal_real_y_caso1_frequencia_1064.5.csv,"('890.2',)",27424.97590172093
matriz_diagonal_real_y_caso1_frequencia_1065.0.csv,"('890.1',)",27429.383079415467
matriz_diagonal_real_y_caso1_frequencia_1065.5.csv,"('890.2',)",27433.788777411024
matriz_diagonal_real_y_caso1_frequencia_1066.0.csv,"('890.2',)",27438.192998993796
matriz_diagonal_real_y_caso1_frequencia_1066.5.csv,"('890.1',)",27442.595747570816
matriz_diagonal_real_y_caso1_frequencia_1067.0.csv,"('890.1',)",27446.997026598412
matriz_diagonal_real_y_caso1_frequencia_1067.5.csv,"('864.1',)",27451.396839523393
matriz_diagonal_real_y_caso1_frequencia_1068.0.csv,"('890.3',)",27455.795189684435
matriz_diagonal_real_y_caso1_frequencia_1068.5.csv,"('890.2',)",27460.192080531862
matriz_diagonal_real_y_caso1_frequencia_1069.0.csv,"('890.2',)",27464.5875152593
matriz_diagonal_real_y_caso1_frequencia_1069.5.csv,"('890.2',)",27468.981497373188
matriz_diagonal_real_y_caso1_frequencia_107.0.csv,"('852.3',)",5541.5549773026305
matriz_diagonal_real_y_caso1_frequencia_107.5.csv,"('864.1',)",5569.372150906977
matriz_diagonal_real_y_caso1_frequencia_1070.0.csv,"('890.2',)",27473.37403042547
matriz_diagonal_real_y_caso1_frequencia_1070.5.csv,"('890.2',)",27477.765117398576
matriz_diagonal_real_y_caso1_frequencia_1071.0.csv,"('890.2',)",27482.154762085593
matriz_diagonal_real_y_caso1_frequencia_1071.5.csv,"('890.2',)",27486.54296761185
matriz_diagonal_real_y_caso1_frequencia_1072.0.csv,"('890.3',)",27490.92973733774
matriz_diagonal_real_y_caso1_frequencia_1072.5.csv,"('890.2',)",27495.315074653816
matriz_diagonal_real_y_caso1_frequencia_1073.0.csv,"('890.2',)",27499.698983094575
matriz_diagonal_real_y_caso1_frequencia_1073.5.csv,"('890.2',)",27504.081465846986
matriz_diagonal_real_y_caso1_frequencia_1074.0.csv,"('890.3',)",27508.462526332376
matriz_diagonal_real_y_caso1_frequencia_1074.5.csv,"('890.3',)",27512.842167889772
matriz_diagonal_real_y_caso1_frequencia_1075.0.csv,"('890.2',)",27517.220393960346
matriz_diagonal_real_y_caso1_frequencia_1075.5.csv,"('890.3',)",27521.597207775543
matriz_diagonal_real_y_caso1_frequencia_1076.0.csv,"('890.2',)",27525.972612745965
matriz_diagonal_real_y_caso1_frequencia_1076.5.csv,"('890.2',)",27530.346612226695
matriz_diagonal_real_y_caso1_frequencia_1077.0.csv,"('890.2',)",27534.71920958017
matriz_diagonal_real_y_caso1_frequencia_1077.5.csv,"('890.2',)",27539.090407980253
matriz_diagonal_real_y_caso1_frequencia_1078.0.csv,"('890.2',)",27543.46021117005
matriz_diagonal_real_y_caso1_frequencia_1078.5.csv,"('890.2',)",27547.828622149344
matriz_diagonal_real_y_caso1_frequencia_1079.0.csv,"('890.2',)",27552.19564433898
matriz_diagonal_real_y_caso1_frequencia_1079.5.csv,"('852.3',)",27556.56128099482
matriz_diagonal_real_y_caso1_frequencia_108.0.csv,"('890.3',)",5597.196979190147
matriz_diagonal_real_y_caso1_frequencia_108.5.csv,"('864.1',)",5625.028998734146
matriz_diagonal_real_y_caso1_frequencia_1080.0.csv,"('890.1',)",27560.925535629674
matriz_diagonal_real_y_caso1_frequencia_1080.5.csv,"('890.2',)",27565.288411541806
matriz_diagonal_real_y_caso1_frequencia_1081.0.csv,"('890.2',)",27569.64991187696
matriz_diagonal_real_y_caso1_frequencia_1081.5.csv,"('890.2',)",27574.010040265795
matriz_diagonal_real_y_caso1_frequencia_1082.0.csv,"('890.2',)",27578.36879981896
matriz_diagonal_real_y_caso1_frequencia_1082.5.csv,"('838.2',)",27582.726193860086
matriz_diagonal_real_y_caso1_frequencia_1083.0.csv,"('890.2',)",27587.08222578052
matriz_diagonal_real_y_caso1_frequencia_1083.5.csv,"('890.2',)",27591.43689888391
matriz_diagonal_real_y_caso1_frequencia_1084.0.csv,"('838.2',)",27595.79021653173
matriz_diagonal_real_y_caso1_frequencia_1084.5.csv,"('838.2',)",27600.14218196802
matriz_diagonal_real_y_caso1_frequencia_1085.0.csv,"('838.2',)",27604.492798557054
matriz_diagonal_real_y_caso1_frequencia_1085.5.csv,"('864.1',)",27608.8420694954
matriz_diagonal_real_y_caso1_frequencia_1086.0.csv,"('838.2',)",27613.189998354705
matriz_diagonal_real_y_caso1_frequencia_1086.5.csv,"('838.2',)",27617.536588216535
matriz_diagonal_real_y_caso1_frequencia_1087.0.csv,"('864.1',)",27621.881842387502
matriz_diagonal_real_y_caso1_frequencia_1087.5.csv,"('864.1',)",27626.225764305567
matriz_diagonal_real_y_caso1_frequencia_1088.0.csv,"('838.2',)",27630.56835720106
matriz_diagonal_real_y_caso1_frequencia_1088.5.csv,"('864.1',)",27634.909624316067
matriz_diagonal_real_y_caso1_frequencia_1089.0.csv,"('864.1',)",27639.249569020918
matriz_diagonal_real_y_caso1_frequencia_1089.5.csv,"('838.2',)",27643.588194605847
matriz_diagonal_real_y_caso1_frequencia_109.0.csv,"('838.2',)",5652.867749303301
matriz_diagonal_real_y_caso1_frequencia_109.5.csv,"('890.3',)",5680.712774675794
matriz_diagonal_real_y_caso1_frequencia_1090.0.csv,"('890.2',)",27647.92550442625
matriz_diagonal_real_y_caso1_frequencia_1090.5.csv,"('890.1',)",27652.261501672318
matriz_diagonal_real_y_caso1_frequencia_1091.0.csv,"('838.2',)",27656.596189564178
matriz_diagonal_real_y_caso1_frequencia_1091.5.csv,"('838.2',)",27660.92957161892
matriz_diagonal_real_y_caso1_frequencia_1092.0.csv,"('864.1',)",27665.261651025095
matriz_diagonal_real_y_caso1_frequencia_1092.5.csv,"('890.1',)",27669.59243102479
matriz_diagonal_real_y_caso1_frequencia_1093.0.csv,"('838.2',)",27673.92191495705
matriz_diagonal_real_y_caso1_frequencia_1093.5.csv,"('838.2',)",27678.25010607379
matriz_diagonal_real_y_caso1_frequencia_1094.0.csv,"('864.1',)",27682.577007602
matriz_diagonal_real_y_caso1_frequencia_1094.5.csv,"('864.1',)",27686.902622929407
matriz_diagonal_real_y_caso1_frequencia_1095.0.csv,"('890.2',)",27691.226955190214
matriz_diagonal_real_y_caso1_frequencia_1095.5.csv,"('838.2',)",27695.550007840626
matriz_diagonal_real_y_caso1_frequencia_1096.0.csv,"('890.2',)",27699.871784122526
matriz_diagonal_real_y_caso1_frequencia_1096.5.csv,"('838.2',)",27704.192287076912
matriz_diagonal_real_y_caso1_frequencia_1097.0.csv,"('864.1',)",27708.511520201446
matriz_diagonal_real_y_caso1_frequencia_1097.5.csv,"('890.2',)",27712.829486741975
matriz_diagonal_real_y_caso1_frequencia_1098.0.csv,"('864.1',)",27717.14619002306
matriz_diagonal_real_y_caso1_frequencia_1098.5.csv,"('838.2',)",27721.46163307639
matriz_diagonal_real_y_caso1_frequencia_1099.0.csv,"('890.2',)",27725.775819392187
matriz_diagonal_real_y_caso1_frequencia_1099.5.csv,"('890.2',)",27730.088752159685
matriz_diagonal_real_y_caso1_frequencia_110.0.csv,"('838.2',)",5708.563622782869
matriz_diagonal_real_y_caso1_frequencia_110.5.csv,"('890.3',)",5736.419844960543
matriz_diagonal_real_y_caso1_frequencia_1100.0.csv,"('890.2',)",27734.400434646523
matriz_diagonal_real_y_caso1_frequencia_1100.5.csv,"('890.1',)",27738.71087004147
matriz_diagonal_real_y_caso1_frequencia_1101.0.csv,"('890.1',)",27743.020061654835
matriz_diagonal_real_y_caso1_frequencia_1101.5.csv,"('890.1',)",27747.328012801936
matriz_diagonal_real_y_caso1_frequencia_1102.0.csv,"('864.1',)",27751.634726612214
matriz_diagonal_real_y_caso1_frequencia_1102.5.csv,"('890.1',)",27755.940206525538
matriz_diagonal_real_y_caso1_frequencia_1103.0.csv,"('890.3',)",27760.244455464443
matriz_diagonal_real_y_caso1_frequencia_1103.5.csv,"('890.3',)",27764.547477052118
matriz_diagonal_real_y_caso1_frequencia_1104.0.csv,"('890.2',)",27768.849274380245
matriz_diagonal_real_y_caso1_frequencia_1104.5.csv,"('890.1',)",27773.14985060044
matriz_diagonal_real_y_caso1_frequencia_1105.0.csv,"('890.1',)",27777.44920904732
matriz_diagonal_real_y_caso1_frequencia_1105.5.csv,"('890.2',)",27781.74735308991
matriz_diagonal_real_y_caso1_frequencia_1106.0.csv,"('838.2',)",27786.044285782864
matriz_diagonal_real_y_caso1_frequencia_1106.5.csv,"('890.2',)",27790.340010462714
matriz_diagonal_real_y_caso1_frequencia_1107.0.csv,"('890.2',)",27794.634530214313
matriz_diagonal_real_y_caso1_frequencia_1107.5.csv,"('890.1',)",27798.927848446092
matriz_diagonal_real_y_caso1_frequencia_1108.0.csv,"('838.2',)",27803.219968439847
matriz_diagonal_real_y_caso1_frequencia_1108.5.csv,"('838.2',)",27807.510893260507
matriz_diagonal_real_y_caso1_frequencia_1109.0.csv,"('852.3',)",27811.800626369888
matriz_diagonal_real_y_caso1_frequencia_1109.5.csv,"('864.1',)",27816.089170572126
matriz_diagonal_real_y_caso1_frequencia_111.0.csv,"('864.1',)",5764.280996668125
matriz_diagonal_real_y_caso1_frequencia_111.5.csv,"('864.1',)",5792.146636617909
matriz_diagonal_real_y_caso1_frequencia_1110.0.csv,"('890.1',)",27820.376529545745
matriz_diagonal_real_y_caso1_frequencia_1110.5.csv,"('864.1',)",27824.662706345844
matriz_diagonal_real_y_caso1_frequencia_1111.0.csv,"('864.1',)",27828.94770426816
matriz_diagonal_real_y_caso1_frequencia_1111.5.csv,"('890.2',)",27833.231526431537
matriz_diagonal_real_y_caso1_frequencia_1112.0.csv,"('890.1',)",27837.514176010656
matriz_diagonal_real_y_caso1_frequencia_1112.5.csv,"('890.1',)",27841.795656516108
matriz_diagonal_real_y_caso1_frequencia_1113.0.csv,"('864.1',)",27846.075970929567
matriz_diagonal_real_y_caso1_frequencia_1113.5.csv,"('838.2',)",27850.35512247246
matriz_diagonal_real_y_caso1_frequencia_1114.0.csv,"('838.2',)",27854.633114549768
matriz_diagonal_real_y_caso1_frequencia_1114.5.csv,"('890.1',)",27858.909950114146
matriz_diagonal_real_y_caso1_frequencia_1115.0.csv,"('838.2',)",27863.185632590597
matriz_diagonal_real_y_caso1_frequencia_1115.5.csv,"('864.1',)",27867.460165266937
matriz_diagonal_real_y_caso1_frequencia_1116.0.csv,"('838.2',)",27871.73355107568
matriz_diagonal_real_y_caso1_frequencia_1116.5.csv,"('838.2',)",27876.005793435957
matriz_diagonal_real_y_caso1_frequencia_1117.0.csv,"('838.2',)",27880.27689548355
matriz_diagonal_real_y_caso1_frequencia_1117.5.csv,"('864.1',)",27884.546860496444
matriz_diagonal_real_y_caso1_frequencia_1118.0.csv,"('852.3',)",27888.815691632102
matriz_diagonal_real_y_caso1_frequencia_1118.5.csv,"('864.1',)",27893.083392221564
matriz_diagonal_real_y_caso1_frequencia_1119.0.csv,"('890.1',)",27897.349965283815
matriz_diagonal_real_y_caso1_frequencia_1119.5.csv,"('852.3',)",27901.615414181306
matriz_diagonal_real_y_caso1_frequencia_112.0.csv,"('864.1',)",5820.016327952526
matriz_diagonal_real_y_caso1_frequencia_112.5.csv,"('890.1',)",5847.889636842546
matriz_diagonal_real_y_caso1_frequencia_1120.0.csv,"('890.1',)",27905.87974191935
matriz_diagonal_real_y_caso1_frequencia_1120.5.csv,"('890.1',)",27910.142952043574
matriz_diagonal_real_y_caso1_frequencia_1121.0.csv,"('890.1',)",27914.405047432672
matriz_diagonal_real_y_caso1_frequencia_1121.5.csv,"('852.3',)",27918.66603157665
matriz_diagonal_real_y_caso1_frequencia_1122.0.csv,"('890.1',)",27922.925907359222
matriz_diagonal_real_y_caso1_frequencia_1122.5.csv,"('852.2',)",27927.18467822654
matriz_diagonal_real_y_caso1_frequencia_1123.0.csv,"('890.1',)",27931.442347350305
matriz_diagonal_real_y_caso1_frequencia_1123.5.csv,"('864.1',)",27935.698917877067
matriz_diagonal_real_y_caso1_frequencia_1124.0.csv,"('852.3',)",27939.95439293403
matriz_diagonal_real_y_caso1_frequencia_1124.5.csv,"('852.3',)",27944.208775894807
matriz_diagonal_real_y_caso1_frequencia_1125.0.csv,"('864.1',)",27948.462069848178
matriz_diagonal_real_y_caso1_frequencia_1125.5.csv,"('852.3',)",27952.71427798698
matriz_diagonal_real_y_caso1_frequencia_1126.0.csv,"('864.1',)",27956.96540361831
matriz_diagonal_real_y_caso1_frequencia_1126.5.csv,"('864.1',)",27961.215449786454
matriz_diagonal_real_y_caso1_frequencia_1127.0.csv,"('852.3',)",27965.464419761305
matriz_diagonal_real_y_caso1_frequencia_1127.5.csv,"('852.3',)",27969.712316710284
matriz_diagonal_real_y_caso1_frequencia_1128.0.csv,"('864.1',)",27973.95914402222
matriz_diagonal_real_y_caso1_frequencia_1128.5.csv,"('852.3',)",27978.204904525446
matriz_diagonal_real_y_caso1_frequencia_1129.0.csv,"('890.2',)",27982.449601593788
matriz_diagonal_real_y_caso1_frequencia_1129.5.csv,"('838.2',)",27986.693238542957
matriz_diagonal_real_y_caso1_frequencia_113.0.csv,"('890.3',)",5875.766133444479
matriz_diagonal_real_y_caso1_frequencia_113.5.csv,"('890.2',)",5903.6453918981915
matriz_diagonal_real_y_caso1_frequencia_1130.0.csv,"('838.2',)",27990.935818454876
matriz_diagonal_real_y_caso1_frequencia_1130.5.csv,"('890.1',)",27995.177344444117
matriz_diagonal_real_y_caso1_frequencia_1131.0.csv,"('890.1',)",27999.417819802744
matriz_diagonal_real_y_caso1_frequencia_1131.5.csv,"('890.1',)",28003.657247729454
matriz_diagonal_real_y_caso1_frequencia_1132.0.csv,"('852.3',)",28007.895631315034
matriz_diagonal_real_y_caso1_frequencia_1132.5.csv,"('890.1',)",28012.132973736734
matriz_diagonal_real_y_caso1_frequencia_1133.0.csv,"('890.1',)",28016.36927829554
matriz_diagonal_real_y_caso1_frequencia_1133.5.csv,"('890.1',)",28020.604548133848
matriz_diagonal_real_y_caso1_frequencia_1134.0.csv,"('838.2',)",28024.838786500233
matriz_diagonal_real_y_caso1_frequencia_1134.5.csv,"('890.1',)",28029.07199644344
matriz_diagonal_real_y_caso1_frequencia_1135.0.csv,"('890.1',)",28033.304181217274
matriz_diagonal_real_y_caso1_frequencia_1135.5.csv,"('890.1',)",28037.535344051204
matriz_diagonal_real_y_caso1_frequencia_1136.0.csv,"('890.1',)",28041.765488021716
matriz_diagonal_real_y_caso1_frequencia_1136.5.csv,"('890.1',)",28045.994616326705
matriz_diagonal_real_y_caso1_frequencia_1137.0.csv,"('890.1',)",28050.222732223767
matriz_diagonal_real_y_caso1_frequencia_1137.5.csv,"('890.1',)",28054.44983888848
